label|text|id_str|handle
1|RT @totalfratmove: You messed with the wrong man's JUUL https://t.co/xKg0SEQOdj|tw1017571327211921409|@Collindkemp67
1|RT @HUNTYCHAN: WHY DID MY PARENTS LET ME ON THE INTERNET ALONE WHEN I WAS 8!!!!!! they broke me i didn't have to be like this.. i could be…|tw996430662113615874|@juliette_mcd
0|RT @_FireSale: @juul420 im sorry i made this https://t.co/NBp57ivUZH|tw1033762536384950273|@juul420
0|RT @marsjuul: the best video i ever recorded omg i was in san francisco and this random couple was acting like they were in a fucking indie…|tw1033746740233613312|@sarahdominique_
1|RT @TrashyeWest: Bruh Cookie Monster off 7 percs https://t.co/Re09sKG1BN|tw1009856995334197248|@Rockin_crocs
1|RT @lilsasquatch66: White person: [hits juul]  Other white person: give me your keys you aren’t driving home|tw1019115196139241473|@BrandiGarciaa
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1030241838551261184|@TheBlackerBerie
1|@QuinnsSins Honey pls stop juuling. You’re setting a bad example for our daughter|tw1022268470858268674|@Kale_Landragon
1|RT @hooliajulia17: Juuls are stupid  Quit smoking flashdrives you fuckin weirdos https://t.co/AYJzWQndSY|tw1002579520266866688|@lowrainmor
1|I just did a news interview for “juuling” 😂|tw994645196729208832|@AustinStegman
1|RT @HUNTYCHAN: WHY DID MY PARENTS LET ME ON THE INTERNET ALONE WHEN I WAS 8!!!!!! they broke me i didn't have to be like this.. i could be…|tw996220415528747009|@JoycelindC
1|RT @reesefritz: The fellas behind me in lecture were chatting bout how many juuls it would take to kill someone, and I chimed in saying I d…|tw1011649623696519168|@_whoisluna
1|RT @hooliajulia17: Juuls are stupid  Quit smoking flashdrives you fuckin weirdos https://t.co/AYJzWQndSY|tw1002459864445042688|@caprilsun
1|RT @FlashStriker: It’s August. Finish that book. Kiss that girl. Buy that fit. Hit that Juul. Milly that rock. Hell is approaching.|tw1026561719592673280|@clairesugita
1|RT @shabbafox: It’s called nicotine https://t.co/CDlntWWefr|tw1029938792742903808|@morgan_studley
1|RT @akfarina_: so this white boy was charging his Juul in my 11 am writing class. Our professor then gave us a writing warm up: Choose one…|tw1035930387745259520|@lauraroldan79
1|I have never hit a juul.... kinda suprised tbh... but I’m not mad|tw1037975462851555328|@Macaylandb4time
1|RT @PicturesFoIder: Juulry just for my girl https://t.co/LfVL0vqP9d|tw1039377018859573249|@jacky_grimes
1|RT @laurengodbey: fun things to do in TX:   -wait in traffic bc of construction  -become a drug dealer  -tell ppl that live out of tx that…|tw1006619559485431808|@JOSEORTlZ
1|RT @joania_: Cults in FL: -Juul kids -Disney annual pass holders -SoundCloud rappers -Girl’s soccer teams -Boys with watches who think they…|tw1015768641252528129|@47vxn
1|RT @jkelovuori: @SiouxCountyCHP It takes about 5 sec for a teen to Google the ingredients of a Juul pod. Google will also help them find ou…|tw1046221706170236928|@lpoznikoff
1|RT @NlCKARTS: Havent smoked a cig or hit a juul in 2 months. we clean now babyyyyy|tw991779333076344832|@RankedGabe
1|RT @JoeKivlin: Respect the hustle https://t.co/ag0ZTCXMgE|tw991134073031716864|@kara_morton00
0|@juulliiiaaa_ u rlly do agree don't u|tw1000116504610910215|@adorekilleen
1|Brilliant piece - the intersection of pop culture, public health and commerce https://t.co/czRSse6Qol|tw1002571364690251776|@ShivaniRanchod
1|RT @mineifiwildout: bumping this new russ in the jeep god i hope my fuckin juul doesn't die before baseball practice|tw994677513023512579|@benndanzig
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1030316451037630464|@noranhoneytee
1|RT @801beck: who needs a sparkler when your juul has party mode|tw1015325953835327489|@malcasey11
1|RT @alxsatrum: Not being addicted to nicotine😍 https://t.co/lJa0Wsmz3M|tw1039327374226214912|@bailee_witt
1|RT @BillRatchet: just bought a juul someone whoop my ass this second|tw993281347803402240|@MeatGarage
0|Here's @bjuul explaining the value of CUCCIO. https://t.co/RLkmUNPZYL And its true. I've found the Canadian Univers… https://t.co/sFLzblHgA3|tw1031875896569982976|@bdlesser
1|RT @g0fuckthyself: bromeo can i hit your juuliet|tw1045043884408139777|@WitteNate
1|RT @SarahKannenberg: accidentally juuled in front of my mom but she only saw the smoke and goes “what was that” so i immediately said ”oh m…|tw1008129182390505473|@magnoliaxadele
0|RT @amonjuul: honey I shrunk the coochie|tw1044259539481231365|@spoiledsilk
0|RT @marsjuul: the best video i ever recorded omg i was in san francisco and this random couple was acting like they were in a fucking indie…|tw1033768233613119488|@sotweetbosta
1|I’m selling my juul w/ two chargers for $30 I’ve had it since May. HMU if interested|tw1005542446569271301|@box_full_of_it
1|RT @hailyjohnson98: Just wanna say you high schoolers sucking on Juuls thinking ur cool are developing ridiculous nicotine addictions &amp; it’…|tw1001906088541859840|@Cassandrax3_
0|@JUULDOLAN i don’t hate you but this is me as fuck|tw1017177760270176256|@BoujeeEthan
1|RT @hooliajulia17: Juuls are stupid  Quit smoking flashdrives you fuckin weirdos https://t.co/AYJzWQndSY|tw1002391251792977927|@Aaron___4
1|If this ain’t @gjanckila  idk what is|tw1032375979761487872|@patsmorris
1|RT @elijahdaniel: i hope we find out in like 10 years that juuls severely fuck u up and give u and ur entire bloodline webbed feet or some…|tw1022687784908275712|@KtBrapplen
1|Juulnite episode 1 will Release July|tw1012427620997160961|@tacobfdi
1|every girl that owned a “too dumb for new york too ugly for l.a.” shirt is addicted to their juul now|tw1013938590215213056|@worstamericngrl
1|RT @akfarina_: so this white boy was charging his Juul in my 11 am writing class. Our professor then gave us a writing warm up: Choose one…|tw1036090330611773440|@rheyruru
1|y’all FUckINg WEirD fucking juuling like fiends, tryna be cool when you never had a nicton addiction in the first p… https://t.co/xsi3mEjD4x|tw1045189511620300800|@camrynawr
1|RT @mineifiwildout: if the juul could hit back we'd be so fucked|tw997698888818622465|@ConradHuff
1|RT @DMbuttstuff: Put down the juuls and pick up the crack pipes you cowards|tw1016888686083035136|@AndyGrillz
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1030655514471002113|@cbeards_03
1|RT @g0fuckthyself: bromeo can i hit your juuliet|tw1044310020588941312|@AucoinCasey
1|smoking a juul after not eating just makes me extra fucking hungry an hour afterwards bc i didn’t even realize i needed to eat b4|tw1041513164855160833|@breccaaa
1|RT @richbrian: when i die i will reincarnate as a juul pod|tw997458559318175744|@mpremura
1|RT @mineifiwildout: elon musk could never https://t.co/y803HoRTP5|tw1011795553083166720|@JohnyTheMartian
0|RT @jrh_james: Juuls groove was 🔥🔥🔥🔥🔥🔥 @DjKrept charley I can’t wait for the next one ❤️❤️|tw1021432750115565568|@Abena_____
1|RT @iconickkk: back in the day schools were like “we need to ban silly bandz cause they can cut off your circulation” and now middle school…|tw1002131807008047109|@mary_hanzes2
1|RT @ryansugly: wutang that juul you bitch|tw1006228478704799744|@melodwama
1|RT @akfarina_: so this white boy was charging his Juul in my 11 am writing class. Our professor then gave us a writing warm up: Choose one…|tw1036147785332973568|@moniquepath
1|RT @emowitch_: i don’t juul i newport https://t.co/lskCBrsAJO|tw1018666361957076993|@lavishscum_
1|RT @FlashStriker: It’s August. Finish that book. Kiss that girl. Buy that fit. Hit that Juul. Milly that rock. Hell is approaching.|tw1025903856209809408|@mtracayyy
1|RT @mirandarenev: For anyone looking for a brand new juul, hmu! Lookin so sell it by Sunday|tw1045804129132703745|@shelbimmarler
1|RT @marwannafuq: Nah the dumbest thing you can do is juul when you weren't even addicted to nicotine in the first place https://t.co/1R0HxW…|tw1027046424914083840|@Only1natajisia
1|RT @zacharski_zack: Give me the:  🔘 AUX  🔘 Charger  🔘JUUL  ☑️ BEAT BOYS AND FREE MY SOUL, I WANNA GET LOST IN YOUR ROCK AND ROLL AND DRIFT…|tw1020153542986825729|@jennawalden_
0|@JUULGODTOMO i know :/ ugh it’s okay though they got through|tw1020147106739130368|@RYLANSEACREST
1|RT @animepapi420: 📂 My Pockets   └📁Wheres my juul       └📁 Fuck seriously where is my juul           └📁 Guys did u steal my juul…|tw1001231510354190336|@WeDemBoydz
1|if anyone needs me I’ll be sitting in front of building w my juul several domestic beers and a roll of quarters waiting for mr softee|tw994687590396776448|@hank2sday
1|RT @DMbuttstuff: Put down the juuls and pick up the crack pipes you cowards|tw1016754071469023233|@Parentalgoth
1|RT @MetroTrashin: Big Bird done hit the JUUL to many times https://t.co/HK3FeuBlPT|tw1022613511367610369|@AichooBlessYou
0|RT @BVSSFAM: Now taking #song submissions for our “#FutureBass / #Trap / #EDM” #promo #playlist: https://t.co/xKr1lLUxsv check it out on #S…|tw1019958911657545729|@kunta10K
1|RT @savtwopointoh: “idk why i’m sooOo shakey this morning” -me double fisting my juul and an iced coffee at 7 am|tw1035073292497874944|@ashleymayyy20
1|RT @SarahKannenberg: accidentally juuled in front of my mom but she only saw the smoke and goes “what was that” so i immediately said ”oh m…|tw1008356779221188608|@javez__
1|RT @BillRatchet: just bought a juul someone whoop my ass this second|tw993253401428361222|@acccl_
1|RT @hailyjohnson98: Just wanna say you high schoolers sucking on Juuls thinking ur cool are developing ridiculous nicotine addictions &amp; it’…|tw1001915062519349248|@ItssJoseeee
1|RT @40triz: Where’s my juul https://t.co/2xKdNNcynq|tw1035078100936081409|@3d3n6
1|RT @aboutchintan: The fact that United States almost...ALMOST beat underage smoking/nicotine addiction and then y’all dumbasses started “JU…|tw1030531212257853440|@vanillareggie
1|RT @bigstauss: ways to ask for someone's juul  - yo can i hit that? - can i choke that? -can i lick that -can i slide  -lemme slide -taste…|tw1006323032967864321|@krxxzy
1|RT @FlashStriker: It’s August. Finish that book. Kiss that girl. Buy that fit. Hit that Juul. Milly that rock. Hell is approaching.|tw1025578662677176325|@my_tungkongnuch
1|RT @akfarina_: so this white boy was charging his Juul in my 11 am writing class. Our professor then gave us a writing warm up: Choose one…|tw1037907067338743809|@isabellagcossu1
1|RT @carlthecandyman: When I look at my juul https://t.co/MNhJhU44SI|tw1004174658332225536|@kyleemk
1|Gianna lost her juul and when she found it she picked it up and goes “little cunt”|tw1009270972371865600|@BasicallyKc
1|@KCEmerySunshine @KatTimpf @JUULvapor That's why I teach my children.|tw1040612416017522688|@_jeremiahadams
0|RT @AlbertoC982: Lmaooo they fr paying 10 a g😂💀 https://t.co/AK1O3jAyPE|tw1005287740974477312|@danielluuhh
0|RT @SUGAPlCS: Yoongi has been eating well https://t.co/B1zwrhvLyA|tw1046912648112222208|@louikigai
0|RT @DeplorableChoir: Hey Facebook!! What is so bad about this video saying “I STAND WITH KAVANAUGH” that you removed it and banned me for v…|tw1046912648099586049|@kimberlywheatl4
0|How ‘toxic’ #Trump — and Schumer — factored into Rosselló's endorsement of Nelson https://t.co/n6rJjwOO7p|tw1046912648124743680|@FLNewsHeadlines
0|"IndexedDB : Database in browser
https://t.co/HJoP52EXiH
#JavaScript #Tutorial"|tw1046912648087068674|@codeforgeek
0|"Sign up today for accurate career connections. 
#career #internship #jobseekers"|tw1046912648086880257|@careermarketplc
0|RT @LilMaarty: Damn Kodak hit me wit this one 💔 https://t.co/qQZXW110P7|tw1046912648086982656|@Arn0ld254
0|@gnarlynicky Y’all love October cause it’s when you almost have the championship then lose it 👏👏👏|tw1046912648086843392|@babbygiraffffee
0|RT @MiamiHerald: Man in witch’s robe sacrificed cat in pentagram of salt in driveway, Oklahoma cops say https://t.co/6fPFik2LLD https://t.c…|tw1046912648087068672|@sandyc1772
0|"Will there be any issue when upgrading Splunk from 6.6.2 to 7.1.3?
https://t.co/S2doFSpo7c
#splunk #MachineLearning"|tw1046912648095444992|@splunkanswers
0|McConnell on Kavanaugh Nomination: We’ll Be Voting This Week https://t.co/1PEsB9Ky0y via @kemberleekaye|tw1046912648124674048|@mchastain81
0|#DXY - usd index - TradingView - https://t.co/3joPl2B8PH|tw1046912648124612608|@es_tradingview
0|$IGC $SFIX $OMER $NBEV $LEVB $GE $IWM $XRP.X $TRXC $NVDA : the most socially trending symbols in descending order.… https://t.co/lLGVttLIjh|tw1046912648091193349|@traderead
0|I AM CONFUSED then! The AR15 seems to be the most frequently used gun in mass shootings. More bang for your buck wi… https://t.co/pYqaFueScn|tw1046912648112168960|@newt50
0|RT @Sadieisonfire: how it feels to chew 5 gum https://t.co/jN85LXbnrY|tw1046912648120545280|@GunnerBaker
0|@Cham_odol Ouuu you better SLAAAAAY and Arizona 🤪|tw1046912648112091137|@AdengAkuentok
0|RT @Batz__: Lord Voldemort??? https://t.co/PTqyrdy0de|tw1046912648120553477|@samcoutiinho
0|"RT @pledis_17: [V LIVE] 'V Shots! X SEVENTEEN Part 2' Behind Teaser
COMING SOON!
#세븐틴 #SEVENTEEN https://t.co/iX4n6R2a9m"|tw1046912648107835392|@preaw1946
0|RT @cocochanbaek: you slow down then you speed up! #EXO #EXO_ComingBack @weareoneEXO https://t.co/LCuW1jLLhw|tw1046912648103620608|@kyungsoosbuttt
0|The @AusFedPolice play an important role in keeping #ParliamentHouse safe for our visitors so it's only fitting tha… https://t.co/NvwiT41GMo|tw1046912648095440896|@Aust_Parliament
0|#tdih 1951, Eighth Army becomes fully integrated when the all-black 24th Inf Reg and 159th Field Artillery Battalio… https://t.co/5SDUyxCQmi|tw1046912652285489152|@NatlArmyMuseum
0|RT @DodgerInsider: The Dodgers are NL West champs for the sixth straight season.|tw1046912652319055872|@AaronBrentBenn3
0|RT @chlohodg: Middle-aged white women when the cashier tells them they can’t use two coupons in one transaction https://t.co/OogpZWbt29|tw1046912652281307137|@sydneyhickmann
0|@_ashharris_ Listen, I’ve waited for this for so long.|tw1046912652310716417|@EdieRiley
0|@hawerduck @LandOLakesInc @jack Tweet reported..|tw1046912652319035393|@MinnesotaFILF
0|RT @GabrielConte: jess and i were just talking about kids names for the future. we decided we’re having two girls and a boy...naming the tw…|tw1046912652293881857|@mullenxemily
0|RT @_GoddessEnergy_: Can't no bitch make me feel bad about myself. PeriodT 🗣|tw1046912652314861568|@honeymelix
0|A cheeseburger.|tw1046912652306313216|@SaintLarsson
0|@ChisAguilar Earn while you are home by clicking this link https://t.co/KPj4KzbsNe|tw1046912652314730496|@GonzalJeff
0|"RT @abcmelbourne: Victoria's face of ABC News @HendoABC has announced his retirement after 40 years in journalism.
https://t.co/2wcSwpaVDR…"|tw1046912652310589446|@clint_jasper
0|@TexaLonestar Way too many have had all the money stolen so I don’t trust anymore gofundme sites —no more|tw1046912652285423616|@vacavillesabra
0|"Zarbees says, ""Fuck the pretense of being sick. Just drug your annoying kid so you and the spouse can screw in sile… https://t.co/DzComwmgWi"|tw1046912652285550593|@XanderpussRex
0|RT @fam0uslondon: I be flirting on accident I don’t like y’all|tw1046912656479797248|@sxvalencia7
0|RT @Newsweek: Scientists are about to start hunting for the universe's hidden realm https://t.co/OTUY0QXHYR https://t.co/pRq16DkAxx|tw1046912656479858688|@LEngelhorn
0|And now.|tw1046912656492380160|@coal_perhaps
0|"Current Monero price:
1 XMR = 114.521311038 USD

Market capitalisation:
$1884305046.67

$XMR #XMR #Monero #Cryptocurrency"|tw1046912656500776961|@XMRprice
0|RT @sweetenermattel: ‘’i prefer they/them pronouns, you can call me anything else i don’t really care. but always be aware there are some p…|tw1046912656513232897|@TheCaliMack
0|"Alert!!! -&gt; {""temperature"":""31.95"",""humidity"":""87.97"",""pressure"":""75.06"",""location"":{""latitude"":-26.374802034421418… https://t.co/gIxa2S2WdT"|tw1046912656504803328|@FindUInno
0|@SamiScarcello Well then yeah that makes more sense.|tw1046912656488030208|@zacharyg023
0|You know you can come stay anytime 🖤🖤🖤🖤|tw1046912656479797250|@coral_speicher
0|jisung is so tiny what the fuck .|tw1046912656479797249|@thottiemark
0|"RT @Bornabrit1: I am so P#SSED OFF - I'M LIVID. 

NOT JUST about KAVANAUGH 

BUT the ALL MALE 
REPUBLICAN Judiciary panel.

Who, are NOT in…"|tw1046912656504950784|@lyntly1
0|"RT @2runtherace: !!NEW Q!! 15:15  [Quick History Lesson]
https://t.co/8LSmsSnNsy
&gt;&gt;
https://t.co/FLvTa5oWiB
Why is the D party fighting to…"|tw1046912656496611328|@QghostCrow
0|"RT @NE0CULTURETECH: THANK YOU AND GOODBYE KOKOBOP.
Let us welcome the new era. #EXOComingSoon https://t.co/G8vK06JjUG"|tw1046912656496422912|@nie_614
0|@shizzlemynizzIe Good night to me dogs|tw1046912656496447488|@Berenic31084385
0|Swing by our Instagram channel @oeconline to view our collection of photos representing the true beauty of #Oregon.… https://t.co/HcgsT10T9z|tw1046912656483999744|@oeconline
0|RT @_BFITZ: Ew I had to pay rent today bruh|tw1046912656500768768|@_Gillbertt
0|"Sony adds 200 local TV channels to PlayStation Vue 

  Sony today announced the addition of 200 local broadcast sta… https://t.co/7FLj5mBOMF"|tw1046912656505036800|@akifquddus
0|RT @ronniewilliamss: I don’t even know what this says but imma retweet it anyway because damn https://t.co/GiN6oYN2Rt|tw1046912656475656192|@misssophiap
0|RT @klapnasty9: My brother just came in the house and left the front door wide open and stood in the bathroom for 10 minutes trying to get…|tw1046912652310720514|@AndrewDallas23
0|Even this guy can’t stomach Tarik and Hazel... and he ate chopsticks yesterday  #90DayFiance https://t.co/jXQkNw3gcs|tw1046912656492376070|@LaurenGlazin
0|Finally on season 3 of wentworth 😩 this shit just keep getting better &amp; better lol|tw1046912660686671872|@Mobleyy_
0|RT @drawandstrike: Remember what her claim is: she went to multiple parties where gang rapes were occurring, then she herself became a vict…|tw1046912660686688257|@gregoryfcooper
0|RT @pazpaz: guys if you ever have the urge to send a girl a dick pic, send a dog pic instead. I guarantee the results will be 1000x better|tw1046912660694921216|@Brew_Kat
0|I won 3 achievements in Forza Horizon 4 for 75 #TrueAchievement points https://t.co/Nx9qibnlmC|tw1046912660669980672|@ABACAB72
0|RT @808snCarShakess: Gunna &amp; Lil Baby’s “Drip Harder” project drops October 5th 🐍 https://t.co/kGijtdkLzD|tw1046912677459742720|@cvshychuck
0|RT @sprinkleofjesus: God, I never want to be so strong, that I miss the blessing in brokenness.|tw1046912677451317249|@leekjefe_
0|@GenesisMining Scam mining|tw1046912677451190272|@lim_jinyoung
0|In #AssassinsCreedOdyssey, civilians fight back. Civilian or not, if they attack me they are going in the ground. I… https://t.co/XjpvA6Du7k|tw1046912677468168197|@Coffee4Dessert
0|Oh Goddess Karma, You are indeed worthy of all praise. At Your unerring feet I lay the cup of my schedenfreude. Now… https://t.co/1AYwbja1TI|tw1046912882988920832|@AdreanaInLB
0|RT @JuuuuJuuuu99: My friends would talk through the whole movie and text https://t.co/7loGBIr93e|tw1046912882968076288|@loukially
0|RT @idcirvin: you didnt deserve to get to know me like that.|tw1046912933320511489|@jaimiemarella_
0|Household affairs may be vulnerable to confusion  today, espec... More for Pisces https://t.co/BNMrJs9gAD|tw1046912933333106689|@TSalad26
0|RT @sakurakharel: @Barbarapunzala1 @ALDUB_POETweets @mainedcm @hotxander01 @ofctrendsetter @Obra_ADN2018 @AkoSiToothchie @LaDiosaRM @WDabue…|tw1046912933303709701|@Rosa41v
0|RT @ArianaGrande: yo someone told her they didn’t like what she was wearing or that she shouldn’t be wearing it i can’t remember and she sa…|tw1046912933312192512|@neewollahu
0|RT @ladydiblu1: Another one that has to have it repeated to them! https://t.co/1AM97dTSWW|tw1046912933316448256|@shicksrichey
0|RT @markos: So, so impeachable. https://t.co/ldH5CZ1gKW|tw1046912933337403394|@SherriKuczeryk
0|RT @conservmillen: What’s crazy about this whole smear of Kavanaugh is that it’s literally driven by a fear of the constitution|tw1046912937514999808|@BradHollis
0|RT @Lizzy_Koopa: Made myself a cute little gif of my koopa girl to use to say hello to people, now to make ones of her memeing things or bi…|tw1046912937531772928|@Dark_heart2017
0|"I liked a @YouTube video https://t.co/deX2ZUrZjB I'm Looost | Sword Art Online: Hollow Realization #1"|tw1046912937502347264|@WilliamHershbe9
0|RT @MundialMag: The Beautiful Game™️ https://t.co/Jt9a4sTcIK|tw1046912937494028288|@drnbrierley
0|RT @wildnessgrows: IT’S TIME https://t.co/zLDdvtjttm|tw1046912937519210496|@urlocalking
0|RT @ddale8: Trump repeats his regular lie about the U.S. having a trade deficit with China as high as $500 billion, which has never happene…|tw1046912937519067137|@gocannow
0|almost ALMOST missed my express bus to work today bc i had to wash/condition/spam with hair essence (i usually do t… https://t.co/BlBf7GhmbA|tw1046912937514827777|@sleepytroll
0|RT @shanedawson: @EltonCastee them posting hours of videos doing innapproptriate things and talking about each other PUBLICLY is something…|tw1046912937519009793|@siiiimplysteph
0|RT @BarstoolBigCat: If you have a mustache, you know... #AlwaysBeStroking https://t.co/GU4YobCX0A|tw1046912937527529472|@_bigbritt
0|Today asf|tw1046912937506611200|@BeeenaN
0|Wait...did Christopher Lee just blow up a werewolf with a grenade?  Or did it just explode from being touched with… https://t.co/c3xvRJTWWo|tw1046912937498042369|@FilmIlliterates
0|Please help support Ciro Presidente, add a #Twibbon now! https://t.co/olCQFpyJBU|tw1046912937531596801|@gabybesada
0|RT @GenMhayden: Everyone in this picture has to own it.  Cost of admission https://t.co/HGMDNZPkck|tw1046912937510801408|@333lrb
0|@jichuerie thaaank you so muchie unnie❣️❣️|tw1046912937514819584|@jennierubiyjane
0|RT @DestineeDamara: Pray everyday that God protect my heart and mind|tw1046912941696716800|@nugentfranches1
0|RT @Trashvis: when the teacher asks where ur homework is https://t.co/SWhSzmAmVm|tw1046912941713321986|@balesjor
0|RT @ava: Your president is a pig. https://t.co/n5cPpxZw6w|tw1046912941713326080|@gladys__ortiz
0|This is my gf okay byeeeeeee|tw1046912941696671744|@Mochis_Bae
0|Spooky Season has Begun https://t.co/FhWfiEVePz|tw1046912941688283136|@nathvly_xx
0|”I don't know... Our magic showed us that for one reason... Miss @mlp_WinterT, We should stop her by the first thre… https://t.co/F3hM18zhpd|tw1046912941692522503|@mlp_JerryKenway
0|oh cuuuuuuu|tw1046912945899356165|@sexotwice
0|RT @PrezidentYoung: 4th quarter|tw1046912945899356162|@fux_bein_humble
0|@BCDreyer Imagine having no one better to believe in than Brett Kavanaugh|tw1046912945911975936|@nonsuchbook
0|"RT @shade_tha: Any time a soap uses the line ""Make love to me"" it's cringeworthy.  Not only is it completely old-fashioned/out of touch, bu…"|tw1046912945895215106|@ReesiesPieces18
0|Household affairs may be vulnerable to confusion  today, espec... More for Pisces https://t.co/dtO2wXbSWn|tw1046912945882447873|@_cstarr
0|RT @tazire75: @AnttiSaarnio on the right track! Buttons are the past, the future belongs to the gestures ;)|tw1046912945907802112|@farhansami1470
0|RT @EraseSoul: Please.... https://t.co/MTo9pklkEC|tw1046912945890811904|@Syahirah_nzm
0|Low key wanna carve a pumpkin with my boo :/|tw1046912945920335872|@18f_3
0|RT @Madam_President: Women are watching, and this November, they will remember. https://t.co/mqjjRBjI5X|tw1046912945911779328|@aldo_chavez
0|"RT @TheLoveBel0w: ""We write unlimited blank checks for war, we JUST wrote a 2 trillion dollar check for the GOP tax cut and NOBODY asks tho…"|tw1046912945903607808|@anthony_ara
0|Have you ever had a pimple on your elbow? Well, if you haven't just know that they SUCK lol|tw1046912945882566657|@Gazayve
0|"RT @FoxNews: .@JesseBWatters: ""I'm just waiting to hear @JoeBiden, @BarackObama, @HillaryClinton &amp; @SenSanders give the president a round o…"|tw1046912945916076032|@sisisis57
0|RT @TimeToLoveJJ: Under the hot sun, Jaejoong cheered Yunho who would be the mc for the rest of the day 💪🏼 #YunJaeisBack2015 https://t.co/K…|tw1046912945907589120|@Nicky_1st
0|@erebonbon @BarepawedBeast wow really really good! I dont regret following you 🦁|tw1046912945903558656|@RaionZakku
